week,team,recommendation_type,trigger_player_name,trigger_reason,recommendation,player_name,player_type,eligible_positions,current_level,projected_role_if_promoted,projected_slot_if_promoted,candidate_projection_value,drop_candidate_name,drop_candidate_role,drop_candidate_value,improvement,rationale
2026-week-21,Chris,auto-applied-il-add,Cody Bellinger,10-day Injured List,Auto-applied IL move and replacement add,Pedro Pages,hitter,C,,,,,,,,,Applied automatically before rebuilding the weekly lineup and decision outputs.
2026-week-21,Chris,auto-applied-il-add,Josh Jung,10-day Injured List,Auto-applied IL move and replacement add,Kyle Higashioka,hitter,C/CATCHER,,,,,,,,,Applied automatically before rebuilding the weekly lineup and decision outputs.
2026-week-21,Chris,injury-il-add,Jonathan India,10-day Injured List,Open an IL slot before lock,Javier Baez,hitter,SS/3B/OF/2B,MLB,Bench,,106.6,,,,106.6,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-21,Chris,injury-il-add,Jordan Lawlar,10-day Injured List,Open an IL slot before lock,Javier Baez,hitter,SS/3B/OF/2B,MLB,Bench,,106.6,,,,106.6,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-21,Chris,injury-il-add,J.P. Crawford,10-day Injured List,Open an IL slot before lock,Javier Baez,hitter,SS/3B/OF/2B,MLB,Bench,,106.6,,,,106.6,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-21,Chris,injury-il-add,Jake Fraley,60-day Injured List,Open an IL slot before lock,Javier Baez,hitter,SS/3B/OF/2B,MLB,Bench,,106.6,,,,106.6,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-21,Rob,auto-applied-il-add,Carlos Santana,60-day Injured List,Auto-applied IL move and replacement add,Luis Campusano,hitter,DH/C/CATCHER,,,,,,,,,Applied automatically before rebuilding the weekly lineup and decision outputs.
2026-week-21,Rob,injury-il-add,Cade Horton,15-day Injured List,Open an IL slot before lock,Gabe Speier,pitcher,RP,MLB,Starter,P9,107.3,,,,107.3,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-21,Rob,injury-il-add,Lenyn Sosa,60-day Injured List,Open an IL slot before lock,Javier Baez,hitter,SS/3B/OF/2B,MLB,Bench,,106.6,,,,106.6,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-21,Wendell,auto-applied-il-add,Marcus Semien,10-day Injured List,Auto-applied IL move and replacement add,Miguel Andujar,hitter,3B/OF/LF/OUTFIELDER,,,,,,,,,Applied automatically before rebuilding the weekly lineup and decision outputs.
2026-week-21,Wendell,auto-applied-il-add,Giancarlo Stanton,10-day Injured List,Auto-applied IL move and replacement add,Jake Mangum,hitter,OF/LF/OUTFIELDER,,,,,,,,,Applied automatically before rebuilding the weekly lineup and decision outputs.
2026-week-21,Wendell,auto-applied-il-add,Joe Ryan,15-day Injured List,Auto-applied IL move and replacement add,Andre Pallante,pitcher,SP,,,,,,,,,Applied automatically before rebuilding the weekly lineup and decision outputs.
2026-week-21,Wendell,auto-applied-il-add,Nathan Eovaldi,15-day Injured List,Auto-applied IL move and replacement add,Max Meyer,pitcher,SP,,,,,,,,,Applied automatically before rebuilding the weekly lineup and decision outputs.
2026-week-21,Wendell,injury-il-add,Griffin Jax,15-day Injured List,Open an IL slot before lock,Gabe Speier,pitcher,RP,MLB,Bench,,107.3,,,,107.3,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
2026-week-21,Wendell,injury-il-add,Carlos Rodon,15-day Injured List,Open an IL slot before lock,Gabe Speier,pitcher,RP,MLB,Bench,,107.3,,,,107.3,All five IL slots are already occupied. Clear or reactivate one IL spot before moving this player.
